epoch,train_loss,train_acc,val_loss,val_acc,lr,time_sec
1,1.8870880110634698,0.34848888889948526,1.5069206901550294,0.5354,0.014000000000000002,53.454617500305176
2,1.5980847234514024,0.5041111111217075,1.3534416431427,0.6238,0.023000000000000003,10.337089776992798
3,1.412234056854248,0.6001555555343628,1.4434595138549804,0.5998,0.032,10.323436498641968
4,1.3062304551018609,0.6506888888676962,1.2993015651702882,0.6984,0.041,10.34940505027771
5,1.2346759078767564,0.6854444444762335,1.10414949092865,0.7576,0.05,10.356397867202759
6,1.1814883449130589,0.7097111111429003,1.2208199417114258,0.7016,0.04999067203154777,10.329303741455078
7,1.1161161218219333,0.73764444448683,1.0261294277191162,0.7926,0.0499626950870707,10.347513198852539
8,1.074157389662001,0.7577111111217075,1.0561165699005126,0.771,0.04991609004401324,10.360142469406128
9,1.040773034032186,0.7716888889418708,1.1065770622253417,0.7522,0.04985089168080509,10.34309983253479
10,1.0141768667009141,0.7833333333227369,0.8976572265625,0.8418,0.04976714865090827,10.329736948013306
11,1.0005459081013997,0.7898222222646077,0.9061205312728882,0.8408,0.04966492344651006,10.351717472076416
12,0.9832732551786635,0.7979777778307597,0.8828465715408326,0.8464,0.04954429235188897,10.320700883865356
13,0.9664949300130208,0.8049777778201633,0.8797438007354736,0.8488,0.04940534538648862,10.359451293945312
14,0.9507502378675673,0.8095111111534966,0.881120687007904,0.843,0.049248186237741784,10.331869840621948
15,0.9415531909942627,0.8152666666666667,0.8526171481132507,0.8532,0.04907293218369499,10.36149001121521
16,0.9323420667648316,0.8207999999682108,0.8479284285545349,0.8664,0.04887971400549121,10.360056638717651
17,0.9256058346854316,0.8236888889100816,0.8225768180847168,0.8692,0.0486686758897761,10.331294775009155
18,0.9196017426278856,0.8264888888676961,0.8410130040168762,0.8596,0.04843997532110052,10.34818959236145
19,0.9127194351620145,0.8272222222646077,0.8657857061386108,0.8498,0.04819378296439962,10.326246500015259
20,0.9075135959943136,0.8294666666348776,0.8631706354141235,0.854,0.047930282537636336,10.36184287071228
21,0.8972463609483506,0.8338666666984558,0.8737303022384644,0.8494,0.0476496706747041,10.364296674728394
22,0.8939322181277805,0.837133333322737,0.8481252295494079,0.8582,0.047352156778691284,10.368700981140137
23,0.8890999406708612,0.8389999999682108,0.8479849097251893,0.8612,0.047037962865616796,10.364429473876953
24,0.8882783506605361,0.8384222222010295,0.8062133350372315,0.8766,0.04670732339875335,10.361823797225952
25,0.8801522153642443,0.8433555555237664,0.7884957113265991,0.8848,0.04636048511366222,10.364635467529297
26,0.8782165173318651,0.8424666667090522,0.8164280431747436,0.8772,0.04599770683406992,10.384053707122803
27,0.8747808120091756,0.8461111111534967,0.7892678733825683,0.885,0.04561925927872422,10.370357751846313
28,0.8667043443255954,0.8490444444126553,0.7706919558525085,0.896,0.04522542485937369,10.358466386795044
29,0.8632523413446215,0.8500000000211928,0.8027325067520141,0.876,0.04481649747002146,10.340132713317871
30,0.8656083345837063,0.8498222222116258,0.7640562304496765,0.8926,0.04439278226761051,10.35914659500122
31,0.8608445537567139,0.8523111110899183,0.7759789451599121,0.89,0.04395459544430408,10.351578950881958
32,0.8534725336498684,0.8568222222010294,0.7754825199127198,0.892,0.04350226399153131,10.372128963470459
33,0.8508780742221408,0.8573777778307596,0.7953046745300293,0.8776,0.043036125455973906,10.349896430969238
34,0.8439743597454495,0.8592444444126554,0.8193049715042114,0.8686,0.04255652768767619,10.364117860794067
35,0.846152358563741,0.8585777778307597,0.7809115905761719,0.8884,0.04206382858046637,10.362498044967651
36,0.8428295416726006,0.8595777777459886,0.7604631474494934,0.898,0.0415583958048827,10.356104850769043
37,0.8383226712968614,0.8606444444762336,0.7804540678024292,0.8854,0.041040606533804036,10.3882417678833
38,0.8352252765973409,0.862466666677263,0.7798487510681152,0.8868,0.04051084716098922,10.35830307006836
39,0.827521352757348,0.8665777777777778,0.7572056680679321,0.8968,0.039969513012735575,10.368744850158691
40,0.8339856371349759,0.8638222222222223,0.8238554107666015,0.872,0.039417008052871697,10.37710690498352
41,0.8257183082262675,0.8651333333121406,0.7543846885681152,0.8996,0.03885374458130438,10.349316120147705
42,0.8180543261528015,0.8702666667196486,0.7959269401550293,0.8768,0.038280142926345094,10.350797176361084
43,0.8118358780331082,0.8744222221904331,0.7450539880752564,0.9032,0.037696631131045155,10.363811254501343
44,0.8195527803315057,0.8706888888782925,0.7787911233901977,0.888,0.03710364463377402,10.366009950637817
45,0.8104483522839017,0.8743333333121406,0.7509208026885986,0.9024,0.036501625943278805,10.363148212432861
46,0.8099734262148539,0.8734444444656372,0.7474493640899659,0.8998,0.03589102430846773,10.376381158828735
47,0.8069857656478882,0.87484444448683,0.7867253728866577,0.885,0.035272295383163704,10.335288524627686
48,0.8027180686738756,0.8771999999894036,0.7723016996383667,0.8928,0.034645900886078385,10.380306959152222
49,0.8033910730467902,0.8782444444338481,0.8057914890289307,0.8766,0.03401230825626037,10.375367641448975
50,0.7992759610811869,0.8775999999682108,0.7454666320800781,0.903,0.03337199030427466,10.3594069480896
51,0.7969169639057583,0.8799111111005147,0.7081111998558044,0.9188,0.032725424859373686,10.362452983856201
52,0.7902357599894205,0.8837555555343628,0.7623505416870118,0.8926,0.03207309441292325,10.36745572090149
53,0.7854821141348944,0.8835777778307596,0.7702668354034424,0.8928,0.03141548575834934,10.356909275054932
54,0.7879155497656928,0.8838444444762336,0.7827196781158448,0.8858,0.030753089627874663,10.365671157836914
55,0.779527913093567,0.8879777778307597,0.7845192803382873,0.8822,0.03008640032631584,10.353946685791016
56,0.7819944818814596,0.8865333333651225,0.7306584520339966,0.9092,0.02941591536221469,10.369774341583252
57,0.7770772471745809,0.8876000000105964,0.7235028224945068,0.914,0.028742135076578607,10.371891498565674
58,0.7757666478263008,0.8897555555661519,0.7719977793693542,0.8948,0.02806556226950746,10.355894565582275
59,0.7670009616639879,0.8943111111534966,0.767732469367981,0.8938,0.027386701824985257,10.380958080291748
60,0.765680546951294,0.8939777777777778,0.7299050557136536,0.9076,0.02670606033411678,10.434428691864014
61,0.7655698965390523,0.8944444444550408,0.7429335931777954,0.9006,0.026024145717090358,10.358058214187622
62,0.7606450379265679,0.896466666677263,0.711509036064148,0.9164,0.02534146684414878,10.35889220237732
63,0.7570956502914429,0.8974666666560703,0.7164633936882019,0.9138,0.02465853315585122,10.34307861328125
64,0.7524281649695502,0.8982888889418708,0.7142020503997802,0.9156,0.02397585428290965,10.364356279373169
65,0.749741729566786,0.9004444444550408,0.708274563407898,0.918,0.02329393966588323,10.388600587844849
66,0.7446171023898654,0.9025111111005147,0.706319963169098,0.9192,0.02261329817501475,10.348799467086792
67,0.7449289964675904,0.9040888888994852,0.7450140409469604,0.9012,0.021934437730492543,10.388512372970581
68,0.7391211945957608,0.9063333333227369,0.695105228805542,0.9194,0.021257864923421393,10.369110107421875
